차종,가격,연식,배기량,주행거리,색상,변속기,연료,선루프,LED헤드램프,어댑티드헤드램프,가죽시트,열선시트(앞좌석),통풍시트,후방센서,스마트키,네비게이션(순정),네비게이션(비순정),전손유무,소유자 이전 횟수,침수유무
현대 더 뉴 제네시스 쿠페  2.0 터보 S,"1,030만원",2012.1,"1,998 cc (275마력)","141,300 km",검정색,자동,가솔린,1,0,0,1,0,0,1,1,1,0,,,
현대 팰리세이드  3.8 가솔린 2WD 캘리그래피,"3,850만원",2021.1,"3,778 cc (295마력)","15,000 km",흰색,자동,가솔린,0,1,0,1,1,1,1,1,1,0,,,
현대 그랜저IG  2.4 프리미엄,"1,900만원",2018.02,"2,359 cc (190마력)","73,000 km",검정색,자동,가솔린,0,1,0,1,1,1,1,1,1,0,,,
제네시스 더 올 뉴 G80  3.5 터보 AWD -,[계약],2021.01,"3,470 cc (380마력)","41,220 km",베이지색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
르노코리아 SM3 네오 1.5 디젤  LE,549만원,2018.05,"1,461 cc (110마력)","143,833 km",흰색,자동,디젤,0,0,0,1,0,0,1,1,0,0,,,
르노코리아 클리오 1.5 dCi 인텐스,859만원,2018.06,"1,461 cc (90마력)","108,072 km",검정색,자동,디젤,0,1,0,1,1,0,1,1,1,0,,,
기아 더 뉴 K5 2.0 노블레스,"1,649만원",2019.02,"1,999 cc (163마력)","83,362 km",흰색,자동,가솔린,1,1,0,1,1,1,1,1,1,0,,,
현대 뉴 에쿠스  3.8 VS380 익스클루시브,"1,050만원",2014.07,"3,778 cc (334마력)","240,000 km",검정색,자동,가솔린,1,1,1,1,0,1,1,1,1,0,전손: 0 , 5회, 침수분손 : 0 
르노삼성 SM7 2.3 LE,150만원,2005.01,"2,349 cc (170마력)","256,300 km",검정색,자동,가솔린,0,0,1,1,1,0,0,1,1,0,전손: 0 , 3회, 침수분손 : 0 
기아 카니발 4세대 3.5 가솔린 7인승 시그니처,,2022.07,"3,470 cc (294마력)","25,000 km",흰색,자동,가솔린,,,,,,,,,,,전손: 0 , 0회, 침수분손 : 0 
제네시스 더 올 뉴 G80  2.5 터보 -,"4,380만원",2020.07,"2,497 cc (304마력)","35,000 km",검정색,자동,가솔린,0,1,0,1,1,1,1,1,1,0,,,
기아 봉고3  CRDi 킹캡 초장축 GX,499만원,2014.12,"2,497 cc ()","288,655 km",진청색,자동,디젤,0,0,0,1,1,0,1,0,0,0,,,
제네시스 GV80 2.5 터보  5인승,"3,900만원",2023.01,"2,497 cc (304마력)","43,875 km",흰색,자동,가솔린,,,,,,,,,,,전손: 0 , 0회, 침수분손 : 0 
현대 그랜드스타렉스  2.5 디젤 밴 3인승 2WD CVX 밸류,600만원,2014.12,"2,497 cc (174마력)","263,500 km",회색,자동,디젤,0,0,0,1,1,0,0,0,0,1,전손: 0 , 4회, 침수분손 : 0 
기아 올 뉴 카렌스  2.0 LPi 7인승 프레스티지,680만원,2014.01,"1,999 cc (154마력)","104,000 km",기타색상,자동,LPG,1,0,0,1,0,0,1,1,0,0,,,
르노코리아 뉴SM5 플래티넘  2.0 LPLi  RE,630만원,2014.12,"1,998 cc ()","94,000 km",검정색,자동,LPG,1,0,0,0,0,0,0,0,0,0,,,
GM대우 프리마 4.5톤 세미슬리퍼캡  장축,"6,000만원",2017.1,"6,728 cc ()","320,000 km",은색,자동,디젤,0,0,0,0,1,1,0,0,1,0,전손: 0 , 5회, 침수분손 : 0 
기아 더 뉴 K9  3.3 터보 AWD 베스트 셀렉션 II,"6,200만원",2021.09,"3,342 cc (370마력)","16,500 km",흰색,자동,가솔린,1,1,0,1,1,1,1,1,1,0,,,
제네시스 GV60  스탠다드 -,"5,650만원",2023.07,111 cc (228마력),"4,400 km",흰색,자동,전기,0,1,0,1,1,1,1,1,1,0,,,
기아 카니발 4세대  2.2 디젤 7인승 시그니처,"2,910만원",2021.04,"2,151 cc (202마력)","132,000 km",검정색,자동,디젤,,,,,,,,,,,전손: 0 , 1회, 침수분손 : 0 
제네시스 G90 2세대 3.5 터보 AWD,,2022.08,"3,470 cc (380마력)","21,436 km",흰색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,전손: 0 , 0회, 침수분손 : 0 
제네시스 GV80 2.5 터보 6인승,,2022.11,"2,497 cc (304마력)","22,000 km",기타색상,자동,가솔린,1,1,0,1,1,1,1,1,1,0,전손: 0 , 0회, 침수분손 : 0 
르노삼성 XM3 1.3 RE 시그니처,"1,770만원",2020.04,"1,332 cc (152마력)","24,587 km",기타색상,자동,가솔린,0,1,0,1,1,0,1,1,1,0,전손: 0 , 0회, 침수분손 : 0 
기아 모닝 1.0 LX 고급형,160만원,2007.01,999 cc (72마력),"57,177 km",흰색,자동,가솔린,0,0,0,1,0,0,0,0,0,0,전손: 0 , 3회, 침수분손 : 0 
KG모빌리티 칼리스타 2.0 STD,"8,000만원",1993.01,"1,998 cc (119마력)","50,140 km",검정색,자동,가솔린,,,,,,,,,,,전손: 0 , 1회, 침수분손 : 0 
기아 더 뉴 카니발 4세대  1.6 터보 HEV 하이리무진  -,"9,000만원",2024.01,"1,598 cc (245마력)",6 km,흰색,자동,가솔린 하이브리드,0,1,1,1,1,1,1,1,1,0,,,
현대 올 뉴 마이티  캠핑카 -,"13,000만원",2022.04,"3,933 cc ()","1,449 km",흰색,자동,디젤,,,,,,,,,,,,,
현대 포니2  픽업 -,"1,600만원",1989.03,"1,499 cc ()","212,000 km",주황색,수동,가솔린,,,,,,,,,,,,,
제네시스 G90 1세대  3.8 럭셔리,"3,500만원",2019.08,"3,778 cc (315마력)","75,000 km",검정색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,전손: 0 , 0회, 침수분손 : 0 
현대 테라칸 2.9 디젤 4WD JX290 최고급형 블랙스페셜,"1,000만원",2003.12,"2,902 cc (174마력)","197,968 km",검정색,자동,디젤,,,,,,,,,,,전손: 0 , 6회, 침수분손 : 0 
현대 팰리세이드 2.2 디젤 2WD 프레스티지,"2,500만원",2019.1,"2,199 cc (202마력)","85,500 km",흰색투톤,자동,디젤,0,0,0,1,1,1,1,1,1,0,전손: 0 , 2회, 침수분손 : 0 
쉐보레 더 넥스트 스파크  1.0 LTZ,[계약],2016.03,999 cc (75마력),"92,443 km",보라색,자동,가솔린,0,0,0,1,1,0,1,1,0,0,,,
제네시스 G80 3.3 AWD  프리미엄 럭셔리,"3,150만원",2017.01,"3,342 cc (282마력)","97,919 km",흰색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
기아 K3 1.6 트렌디,824만원,2013.09,"1,591 cc (140마력)","122,636 km",진주색,자동,가솔린,1,0,0,1,1,0,1,1,0,0,전손: 0 , 0회, 침수분손 : 0 
쉐보레 더 뉴 스파크 1.0  프리미어,750만원,2018.12,999 cc (75마력),"24,016 km",진회색,자동,가솔린,0,0,0,1,1,0,1,1,0,1,전손: 0 , 1회, 침수분손 : 0 
현대 뉴 에쿠스  3.8 리무진 VL 380 프레스티지,"1,700만원",2012.08,"3,778 cc (334마력)","76,000 km",검정색,자동,가솔린,0,0,0,1,1,1,1,1,1,0,전손: 0 , 2회, 침수분손 : 0 
기아 더 뉴 모하비  3.0 디젤 4WD 프레지던트,[계약],2018.06,"2,959 cc (260마력)","186,830 km",검정투톤,자동,디젤,1,0,0,1,1,1,1,1,1,0,,,
기아 올 뉴 모닝  1.0 럭셔리,550만원,2014.08,998 cc (),"76,000 km",흰색,자동,가솔린,0,0,0,1,1,0,1,1,1,0,,,
기아 레이  1.0 밴 기본형,630만원,2017.11,998 cc (78마력),"79,000 km",흰색,자동,가솔린,0,0,0,1,0,0,0,0,0,0,,,
현대 그랜드스타렉스  2.5 디젤 왜건 12인승 2WD CVX 럭셔리,830만원,2011.09,"2,497 cc (175마력)","110,844 km",흰색,자동,디젤,0,0,0,0,0,0,1,0,0,0,,,
제네시스 더 올 뉴 G80 2.5 터보 AWD,,2021.07,"2,497 cc (304마력)","41,000 km",검정색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,전손: 0 , 0회, 침수분손 : 0 
기아 스포티지 더 볼드 2.0 디젤 2WD 프레스티지,,2019.02,"1,995 cc (186마력)","113,000 km",흰색,자동,디젤,0,0,0,1,1,1,1,1,1,0,전손: 0 , 0회, 침수분손 : 0 
현대 싼타페TM 2.0 가솔린 터보 2WD 익스클루시브 스페셜,"2,350만원",2019.05,"1,998 cc (235마력)","53,300 km",청색,자동,가솔린,0,1,0,1,1,1,1,1,1,0,전손: 0 , 1회, 침수분손 : 0 
기아 K5 하이브리드 2세대 2.0 HEV  노블레스 스페셜,"1,699만원",2018.01,"1,999 cc (191마력)","98,263 km",남색,자동,가솔린 하이브리드,1,1,0,1,1,1,1,1,1,0,,,
쉐보레 어메이징 뉴 크루즈  1.4 터보 LT 디럭스팩,599만원,2015.02,"1,362 cc (140마력)","84,360 km",흰색,자동,가솔린,1,0,0,1,0,0,1,0,0,0,,,
현대 투싼 2.0 디젤 2WD MX 고급형,240만원,2009.02,"1,991 cc (151마력)","203,244 km",흰색,자동,디젤,0,0,0,1,1,0,1,0,0,1,전손: 0 , 6회, 침수분손 : 0 
KG모빌리티 티볼리 1.6 가솔린 2WD  LX 최고급형,"1,420만원",2016.11,"1,597 cc (126마력)","58,474 km",흰색,자동,가솔린,1,0,0,0,0,0,0,0,0,0,전손: 0 , 1회, 침수분손 : 0 
기타 국산차 전기차,670만원,2022.05,140 cc (),"7,555 km",흰색,자동,전기,,,,,,,,,,,전손: 0 , 1회, 침수분손 : 0 
현대 뉴 에쿠스 3.8  VS380 럭셔리,780만원,2011.07,"3,778 cc (334마력)","130,000 km",흰색,자동,가솔린,1,0,0,1,1,1,1,1,1,0,전손: 0 , 4회, 침수분손 : 0 
제네시스 G90 1세대  3.8 AWD 럭셔리,60만원,2018.12,"3,778 cc (315마력)","58,890 km",검정색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,전손: 0 , 2회, 침수분손 : 0 
현대 그랜저TG Q270 프리미어 스마트팩,230만원,2007.03,"2,656 cc (195마력)","173,645 km",검정색,자동,가솔린,0,0,0,1,1,0,0,1,1,0,전손: 0 , 0회, 침수분손 : 0 
현대 스타리아  2.2 디젤 캠핑카 -,[계약],2021.07,"2,199 cc (177마력)","42,500 km",진청색,자동,디젤,,,,,,,,,,,,,
제네시스 G80  3.3 AWD 프리미엄 럭셔리,"2,400만원",2018.01,"3,342 cc (282마력)","82,000 km",갈색,자동,가솔린,0,0,0,1,1,1,1,1,1,0,,,
제네시스 G80  2.2 디젤 럭셔리,"1,600만원",2018.1,"2,199 cc (202마력)","222,000 km",검정색,자동,디젤,0,0,0,1,1,1,1,1,1,0,전손: 0 , 1회, 침수분손 : 0 
기아 더 뉴 모하비  3.0 디젤 4WD 프레지던트,"1,299만원",2017.01,"2,959 cc (260마력)","208,000 km",검정색,자동,디젤,0,0,0,1,1,1,1,1,1,0,,,
현대 그랜저IG  3.0 LPi  익스클루시브,"1,330만원",2018.07,"2,999 cc (235마력)","199,000 km",검정색,자동,LPG,0,1,0,1,1,1,1,1,1,0,,,
현대 싼타페 더 프라임  2.2 디젤 4WD 익스클루시브,"1,250만원",2015.09,"2,199 cc (202마력)","154,000 km",검정색,자동,디젤,0,0,0,1,1,1,1,1,1,0,,,
기아 모하비  3.0 디젤 4WD QV300,"1,050만원",2012.02,"2,959 cc (260마력)","111,000 km",흰색,자동,디젤,0,0,0,1,1,1,1,1,0,0,전손: 0 , 1회, 침수분손 : 0 
현대 투싼ix  2.0 디젤 2WD LX20 스마트팩,600만원,2012.05,"1,995 cc (184마력)","131,000 km",흰색,자동,디젤,0,0,0,1,1,1,1,1,0,1,,,
기아 K9 3.3  이그제큐티브,"1,140만원",2013.02,"3,342 cc (300마력)","109,172 km",검정색,자동,가솔린,1,1,1,1,0,1,1,1,1,0,전손: 0 , 5회, 침수분손 : 0 
현대 올 뉴 마이티  3.5톤 슈퍼캡 장축고상,"5,200만원",2023.06,"3,933 cc ()","3,000 km",흰색,수동,디젤,0,0,0,1,0,0,1,0,0,1,,,
현대 포터2 더블캡  초장축 스타일,690만원,2009.08,"2,497 cc ()","155,700 km",흰색,자동,디젤,,,,,,,,,,,전손: 0 , 3회, 침수분손 : 0 
현대 그랜저HG  240 모던,[계약],2012.12,"2,359 cc (201마력)","84,000 km",검정색,자동,가솔린,0,0,0,1,1,0,1,1,1,0,전손: 0 , 2회, 침수분손 : 0 
기아 올 뉴 카니발  2.2 디젤 9인승 프레스티지,"1,390만원",2014.07,"2,199 cc (202마력)","166,500 km",검정색,자동,디젤,0,0,0,1,0,0,1,1,1,0,,,
현대 i30 1.6 VVT 럭셔리,300만원,2009.12,"1,591 cc (124마력)","102,000 km",빨간색,자동,가솔린,0,0,0,0,0,0,1,0,0,0,전손: 0 , 2회, 침수분손 : 0 
기아 카니발 4세대  3.5 가솔린 4인승 하이리무진 시그니처,"9,100만원",2022.1,"3,470 cc (294마력)",10 km,흰색,자동,가솔린,0,1,0,1,1,1,1,0,1,0,,,
현대 포터2 CRDi 더블캡 초장축 프리미엄,"2,350만원",2022.1,"2,497 cc ()","11,000 km",흰색,자동,디젤,0,0,0,1,0,1,1,0,1,0,전손: 0 , 2회, 침수분손 : 0 
기아 올 뉴 K3 1.6 럭셔리,"1,500만원",2019.06,"1,598 cc (123마력)","48,200 km",흰색,자동,가솔린,0,1,0,1,1,1,1,1,1,0,전손: 0 , 2회, 침수분손 : 0 
쉐보레 더 넥스트 스파크  1.0 LT,430만원,2016.03,999 cc (),"30,000 km",흰색,자동,가솔린,0,0,0,1,1,0,1,1,0,1,,,
현대 팰리세이드  2.2 디젤 4WD 캘리그래피,"3,890만원",2021.09,"2,199 cc (202마력)","51,000 km",흰색,자동,디젤,0,1,0,1,1,1,1,0,1,0,,,
제네시스 GV80  2.5 터보 AWD 7인승,"4,990만원",2020.07,"2,497 cc (304마력)","70,000 km",기타색상,자동,가솔린,0,1,0,1,1,1,1,1,1,0,,,
기아 뉴 쏘렌토R 2.0 디젤 2WD TLX 스페셜,"1,120만원",2013.03,"1,995 cc (184마력)","84,000 km",흰색,자동,디젤,1,0,0,0,0,0,1,1,0,0,전손: 0 , 1회, 침수분손 : 0 
현대 포터2  슈퍼캡 초장축 프리미엄,"2,530만원",2023.04,"2,497 cc ()","1,800 km",청색,자동,디젤,0,0,0,1,1,1,0,0,0,1,,,
현대 디 올 뉴 그랜저  2.5 2WD 익스클루시브,,2023.02,"2,497 cc (198마력)","10,639 km",검정색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
제네시스 GV80 3.0 디젤 AWD 6인승,"7,500만원",2022.04,"2,996 cc (278마력)","29,505 km",검정투톤,자동,디젤,0,1,0,1,1,1,1,1,1,0,전손: 0 , 0회, 침수분손 : 0 
현대 아반떼 쿠페 2.0 스마트,800만원,2015.04,"1,999 cc (175마력)","167,000 km",파란색,수동,가솔린,0,0,0,0,1,0,0,0,0,0,전손: 0 , 5회, 침수분손 : 0 
현대 더 뉴 팰리세이드  2.2 디젤 2WD 캘리그래피,"4,450만원",2023.07,"2,199 cc (202마력)","17,000 km",기타색상,자동,디젤,0,1,0,1,1,1,1,1,1,0,,,
현대 더 뉴 아반떼AD  1.6 스마트,"1,290만원",2018.12,"1,598 cc (123마력)","72,962 km",진회색,자동,가솔린,1,1,0,1,1,1,1,1,1,0,,,
기아 더 뉴 쏘렌토 2.0 디젤 2WD 마스터 스페셜,"2,400만원",2019.07,"1,995 cc (186마력)","80,000 km",흰색,자동,디젤,1,1,1,1,1,1,1,1,1,0,전손: 0 , 0회, 침수분손 : 0 
현대 싼타페TM 2.0 디젤 2WD  익스클루시브 스페셜,"2,100만원",2019.05,"1,995 cc (186마력)","130,000 km",흰색,자동,디젤,0,1,0,1,1,1,1,1,1,0,전손: 0 , 0회, 침수분손 : 0 
기아 레이 1.0 밴  기본형,349만원,2014.07,998 cc (78마력),"162,000 km",은색,자동,가솔린,0,0,0,1,0,0,0,0,0,1,,,
현대 그랜저HG 300 로얄,650만원,2011.07,"2,999 cc (270마력)","214,000 km",은색,자동,가솔린,1,0,0,1,0,1,1,1,0,0,전손: 0 , 11회, 침수분손 : 0 
현대 아토스 0.8 터보  유로파,256만원,2002.02,798 cc (69마력),"85,845 km",검정투톤,자동,가솔린,0,0,0,0,0,0,1,0,0,0,전손: 0 , 5회, 침수분손 : 0 
쉐보레 더 뉴 트랙스 1.4 가솔린 LT 코어,"1,300만원",2018.05,"1,362 cc (140마력)","60,000 km",진회색,자동,가솔린,0,1,0,1,1,0,1,1,1,0,전손: 0 , 1회, 침수분손 : 0 
르노코리아 뉴 SM3 1.6  SE,210만원,2010.07,"1,598 cc (112마력)","201,200 km",은색,자동,가솔린,0,0,0,1,0,0,1,0,0,1,전손: 0 , 1회, 침수분손 : 0 
현대 넥쏘   프리미엄,"1,490만원",2020.09,0 cc (154마력),"102,000 km",흰색,자동,수소,1,1,0,1,1,1,1,1,1,0,,,
기아 레이  1.0 밴 기본형,"1,550만원",2017.06,998 cc (78마력),"100,000 km",흰색,자동,가솔린,,,,,,,,,,,,,
현대 그랜드스타렉스  캠핑카 -,"3,800만원",2011.09,"2,497 cc (174마력)","94,000 km",검정색,자동,디젤,,,,,,,,,,,,,
기타 국산차 캠핑 트레일러,"2,400만원",2017.11,0 cc (),0 km,은색,수동,기타,,,,,,,,,,,전손: 0 , 1회, 침수분손 : 0 
현대 그랜드스타렉스  캠핑카 -,[계약],2015.08,"2,497 cc (174마력)","124,283 km",기타색상,자동,디젤,0,0,0,1,1,0,0,1,0,1,,,
쉐보레 콜로라도 3.6 V6 4WD  익스트림-X 스포츠 바,"3,600만원",2021.01,"3,649 cc (312마력)","226,000 km",검정색,자동,가솔린,,,,,,,,,,,전손: 0 , 2회, 침수분손 : 0 
기아 더 뉴 카니발  3.3 가솔린 9인승 노블레스 스페셜,"2,150만원",2018.08,"3,342 cc (280마력)","70,295 km",검정색,자동,가솔린,0,1,0,1,1,1,1,0,1,0,,,
기아 봉고3 1.2톤 표준캡 장축 리미티드,650만원,2016.09,"2,497 cc (133마력)","190,000 km",청색,수동,디젤,,,,,,,,,,,전손: 0 , 1회, 침수분손 : 0 
르노삼성 트위지  인텐스,220만원,2019.11,129 cc (17.1마력),"13,500 km",흰색투톤,자동,전기,0,0,0,0,0,0,1,0,0,0,전손: 0 , 2회, 침수분손 : 0 
기아 더 뉴 카니발  2.2 디젤 9인승 하이리무진 노블레스 스페셜,"2,950만원",2019.06,"2,199 cc (202마력)","85,003 km",검정색,자동,디젤,,,,,,,,,,,,,
현대 제네시스 DH G330 AWD  프리미엄,"2,000만원",2014.02,"3,342 cc (282마력)","80,000 km",검정색,자동,가솔린,1,0,1,1,1,1,1,1,1,0,전손: 0 , 2회, 침수분손 : 0 
쌍용 베리 뉴 티볼리 1.5 가솔린 2WD R-PLUS,"1,950만원",2022.1,"1,497 cc (163마력)","16,909 km",기타색상,자동,가솔린,0,1,0,1,1,1,1,1,0,0,전손: 0 , 1회, 침수분손 : 0 
기아 봉고3  파워게이트 -,530만원,2015.1,"2,497 cc (126마력)","294,000 km",흰색,자동,디젤,,,,,,,,,,,,,
쉐보레 트래버스 3.6 V6  레드라인,"4,000만원",2022.07,"3,564 cc (314마력)","45,000 km",진주색,자동,가솔린,,,,,,,,,,,전손: 0 , 0회, 침수분손 : 0 
르노삼성 더 뉴 SM6 2.0 LPe SE 플러스,"1,690만원",2021.07,"1,998 cc (140마력)","64,000 km",진회색,자동,LPG,1,1,0,1,1,1,1,1,0,0,전손: 0 , 3회, 침수분손 : 0 
GM대우 All New 마티즈 0.8  조이 일반형,120만원,2005.07,796 cc (52마력),"105,000 km",기타색상,자동,가솔린,,,,,,,,,,,전손: 0 , 6회, 침수분손 : 0 
기아 올 뉴 쏘렌토 2.2 디젤 4WD 노블레스 스페셜,"2,130만원",2017.04,"2,199 cc (202마력)","89,500 km",흰색,자동,디젤,0,0,0,1,1,1,1,1,1,0,전손: 0 , 0회, 침수분손 : 0 
현대 팰리세이드 2.2 디젤 4WD 프레스티지,"3,400만원",2019.02,"2,199 cc (202마력)","142,000 km",남색,자동,디젤,1,1,1,1,1,1,1,1,1,1,전손: 0 , 0회, 침수분손 : 0 
기아 모하비 더 마스터  3.0 디젤 4WD 6인승 마스터즈,[계약],2022.04,"2,959 cc (260마력)","58,227 km",흰색,자동,디젤,1,1,1,1,1,1,1,1,1,0,,,
제네시스 G90 1세대  3.3 터보 AWD 프리미엄 럭셔리,"5,699만원",2021.04,"3,342 cc (370마력)","35,694 km",회색,자동,가솔린,1,1,1,1,1,1,1,1,1,0,,,
KG모빌리티 칼리스타 2.0  STD,"6,000만원",1993.06,"1,998 cc (119마력)","17,290 km",흰색,자동,가솔린,0,0,0,1,0,0,0,0,0,0,전손: 0 , 0회, 침수분손 : 0 
르노코리아 SM6  2.0 LE,"1,190만원",2016.1,"1,997 cc (150마력)","61,511 km",검정색,자동,가솔린,0,1,0,1,1,1,1,1,1,0,,,
기아 더 뉴 카니발  3.3 가솔린 9인승 하이리무진 노블레스 스페셜,[계약],2019.08,"3,342 cc (280마력)","88,000 km",검정색,자동,가솔린,0,1,0,1,1,1,1,1,1,0,,,
현대 포터2  더블캡 초장축 스마트,[계약],2017.02,"2,497 cc ()","142,000 km",청색,수동,디젤,,,,,,,,,,,,,
현대 그랜저HG 하이브리드 2.4 HEV  프리미엄,"1,450만원",2016.04,"2,359 cc (199마력)","117,748 km",검정색,자동,가솔린 하이브리드,0,0,0,0,1,1,1,1,1,0,전손: 0 , 1회, 침수분손 : 0 
기아 스팅어  2.2 디젤 드림 에디션,"1,730만원",2017.09,"2,199 cc (202마력)","180,400 km",빨간색,자동,디젤,,,,,,,,,,,,,
현대 제네시스 DH G380 AWD  프레스티지,"1,990만원",2016.02,"3,778 cc (315마력)","95,141 km",진회색,자동,가솔린,,,,,,,,,,,,,
KG모빌리티 렉스턴 스포츠 칸 2.2 디젤 4WD  5링크 프레스티지,"3,000만원",2023.01,"2,157 cc (187마력)","25,000 km",검정색,자동,디젤,,,,,,,,,,,전손: 0 , 0회, 침수분손 : 0 
제네시스 더 올 뉴 G80  2.5 터보 AWD -,"5,450만원",2021.02,"2,497 cc (304마력)","39,000 km",청색,자동,가솔린,0,1,0,1,1,1,1,1,1,0,,,
현대 포터2  더블캡 4WD 장축 스마트,"2,580만원",2024.01,"2,497 cc ()",202 km,흰색,수동,디젤,0,0,0,1,1,1,0,0,0,0,,,
KG모빌리티 코란도 스포츠  2.0 디젤 4WD 익스트림,[계약],2016.07,"1,998 cc (155마력)","80,674 km",검정색,자동,디젤,0,0,0,1,1,0,1,1,0,1,,,
현대 포터2  파워게이트 -,599만원,2015.04,"2,497 cc ()","322,127 km",청색,수동,디젤,0,0,0,1,0,0,0,0,0,1,,,
기아 K5  2.0 노블레스,"1,980만원",2020.1,"1,999 cc (160마력)","90,000 km",검정색,자동,가솔린,0,1,0,1,1,1,1,1,1,0,,,
기아 쏘렌토 4세대  2.2 디젤 2WD 프레스티지,"2,760만원",2020.07,"2,151 cc (202마력)","84,000 km",흰색,자동,디젤,0,0,0,1,1,1,1,1,1,0,,,
제네시스 G90 1세대  3.8 AWD 프리미엄 럭셔리,"4,590만원",2018.12,"3,778 cc (315마력)","59,200 km",검정색,자동,가솔린,0,1,0,1,1,1,1,1,1,0,,,
현대 뉴 투싼ix  2.0 디젤 2WD 모던,990만원,2014.09,"1,995 cc (184마력)","125,182 km",흰색,자동,디젤,0,0,0,1,0,1,1,1,1,0,,,
기아 EV6  GT AWD -,"6,100만원",2022.11,111 cc (585마력),586 km,검정색,자동,전기,0,1,1,0,1,0,1,1,1,0,전손: 0 , 0회, 침수분손 : 0 
기아 카니발 4세대  2.2 디젤 하이리무진  -,"7,200만원",2023,"2,151 cc (202마력)",24 km,흰색,자동,디젤,0,1,0,1,1,1,1,1,1,0,,,
기아 카니발 4세대  2.2 디젤 하이리무진  -,"8,900만원",2022,"2,151 cc (202마력)",131 km,검정색,자동,디젤,0,1,0,1,1,1,1,1,1,0,,,
기아 더 뉴 카니발 4세대  3.5 가솔린 하이리무진  -,"6,700만원",2024,"3,470 cc (294마력)",10 km,검정색,자동,가솔린,0,1,0,1,1,1,1,1,1,0,,,
기아 레이  1.0 터보 프레스티지,"1,090만원",2016.02,998 cc (106마력),"55,591 km",검정색,자동,가솔린,0,0,0,1,1,0,1,1,1,0,,,
쉐보레 올 뉴 말리부  2.0 터보 LTZ 프리미엄,"1,290만원",2016.11,"1,998 cc (253마력)","81,260 km",진회색,자동,가솔린,0,0,0,1,1,1,1,1,1,0,,,
현대 그랜저HG 하이브리드  2.4 HEV 프리미엄,799만원,2014.02,"2,359 cc (199마력)","194,132 km",은색,자동,가솔린 하이브리드,0,0,0,1,1,1,1,1,1,0,,,
현대 그랜드스타렉스  2.5 디젤 왜건 12인승 2WD CVX 럭셔리,"1,100만원",2015.07,"2,497 cc (175마력)","79,752 km",노란색,자동,디젤,0,0,0,1,1,0,0,0,0,0,,,
제네시스 더 뉴 G70  2.0 터보 AWD -,"4,650만원",2021.07,"1,998 cc (252마력)","2,100 km",흰색,자동,가솔린,0,1,0,1,1,1,1,1,1,0,,,
기아 카니발 4세대  3.5 가솔린 하이리무진  -,"4,900만원",2022.08,"3,470 cc (294마력)","17,000 km",흰색,자동,가솔린,0,1,1,1,1,1,1,1,1,0,,,
현대 e-카운티  캠핑카 -,"2,500만원",2006.11,"3,907 cc ()","87,000 km",흰색,수동,디젤,0,0,0,1,0,0,0,0,0,0,전손: 0 , 1회, 침수분손 : 0 
